,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,department,odds,Emp_ID
1886,0.11,0.86,6,286,4,0,0,1,8,0.96426994,13136
1887,0.43,0.5,2,148,3,0,0,1,8,0.04945618,13137
1888,0.1,0.81,6,245,4,0,0,1,8,0.017146945,13138
1889,0.11,0.95,6,279,4,0,0,1,9,0.021757454,13139
1890,0.85,0.87,5,245,5,0,0,1,9,0.0014280677,13140
1891,0.37,0.49,2,138,3,0,0,1,9,0.004044473,13141
1892,0.44,0.52,2,141,3,0,0,1,4,0.008416295,13142
1893,0.1,0.83,7,302,5,0,0,2,0,0.002389729,13143
1894,0.11,0.89,6,268,4,0,0,2,0,0.16161436,13144
1895,0.87,0.88,5,240,5,0,0,2,0,0.9349743,13145
1896,0.39,0.49,2,127,3,0,0,2,0,0.028552234,13146
1897,0.1,0.94,7,264,4,0,0,2,0,0.14798298,13147
1898,0.44,0.53,2,155,3,0,0,2,6,0.022305548,13148
1899,0.4,0.49,2,143,3,0,0,2,6,0.0041871667,13149
1900,0.76,0.98,5,217,6,0,0,2,6,0.9819975,13150
1901,0.46,0.55,2,147,3,0,0,2,6,0.00014001131,13151
1902,0.9,0.92,4,271,5,0,0,2,0,0.020175546,13152
1903,0.85,0.87,4,273,5,0,0,2,1,0.020078897,13153
1904,0.1,0.78,5,285,4,1,0,2,1,0.06898177,13154
1905,0.43,0.49,2,131,3,0,0,0,1,0.003354013,13155
1906,0.2,0.5,5,135,6,0,0,1,1,0.99222696,13156
1907,0.81,0.92,5,239,5,0,0,2,1,0.015292317,13157
1908,0.83,0.85,5,237,5,0,0,2,5,0.009676576,13158
1909,0.14,0.75,4,277,5,1,0,2,7,0.03180003,13159
1910,0.1,0.84,5,303,5,0,0,2,2,0.00634256,13160
1911,0.91,0.98,4,242,6,0,0,1,8,0.00052812696,13161
1912,0.37,0.57,2,158,3,0,0,1,9,0.00050610304,13162
1913,0.42,0.57,2,147,3,1,0,1,4,0.95415163,13163
1914,0.39,0.68,2,282,5,0,0,1,5,0.9943933,13164
1915,0.39,0.54,2,154,3,0,0,1,5,0.016459912,13165
1916,0.44,0.52,2,149,3,0,0,1,5,0.011327058,13166
1917,0.37,0.45,2,149,3,0,0,1,7,0.03268239,13167
1918,0.39,0.53,2,146,3,0,0,1,7,0.9627451,13168
1919,0.72,0.94,4,258,5,0,0,1,7,0.006514728,13169
1920,0.37,0.49,2,148,3,0,0,1,7,0.0013150573,13170
1921,0.82,0.94,5,236,5,0,0,1,7,0.0017358065,13171
1922,0.42,0.52,2,134,3,0,0,1,7,0.00040787458,13172
1923,0.59,1.0,2,155,5,0,0,1,7,0.98719597,13173
1924,0.82,0.86,5,257,5,0,0,1,7,0.007023096,13174
1925,0.73,0.97,6,189,2,0,0,1,7,0.013733685,13175
1926,0.78,0.66,3,164,3,0,0,1,7,0.0012073815,13176
1927,0.09,0.95,6,271,4,0,0,1,7,0.96476483,13177
1928,0.1,0.97,6,280,4,0,0,1,7,0.0002939403,13178
1929,0.45,0.46,2,149,3,0,0,1,7,0.0001423657,13179
1930,0.83,0.81,5,219,5,0,0,1,7,0.0018179119,13180
1931,0.43,0.51,2,128,3,0,0,1,7,1.4397465e-05,13181
1932,0.4,0.47,2,128,3,0,0,2,7,0.0026993454,13182
1933,0.43,0.46,2,157,3,0,0,2,7,0.045995444,13183
1934,0.78,0.93,4,225,5,0,0,2,7,0.032651246,13184
1935,0.39,0.45,2,140,3,0,0,2,7,0.0022822022,13185
1936,0.11,0.97,6,310,4,0,0,2,2,0.00031891465,13186
1937,0.36,0.52,2,143,3,0,0,2,2,0.07122183,13187
1938,0.36,0.54,2,153,3,0,0,2,2,0.99929154,13188
1939,0.1,0.79,7,310,4,0,0,2,3,0.0030516386,13189
1940,0.4,0.47,2,136,3,0,0,2,3,0.010401845,13190
1941,0.81,0.85,4,251,6,0,0,2,3,0.15878326,13191
1942,0.4,0.47,2,144,3,0,0,2,3,0.001532644,13192
1943,0.09,0.93,6,296,4,0,0,2,9,0.00020977855,13193
1944,0.76,0.89,5,238,5,0,0,0,9,0.011319518,13194
1945,0.73,0.93,5,162,4,0,0,1,9,0.113891065,13195
1946,0.38,0.49,2,137,3,0,0,2,9,0.024989516,13196
1947,0.72,0.84,5,257,5,0,0,2,9,0.0026264787,13197
1948,0.4,0.56,2,148,3,0,0,2,9,0.44124496,13198
1949,0.91,0.99,5,254,5,0,0,2,9,0.012066722,13199
1950,0.85,0.85,4,247,6,0,0,1,9,5.4671345e-05,13200
1951,0.9,0.7,5,206,4,0,0,1,9,0.069467485,13201
1952,0.46,0.55,2,145,3,0,0,1,9,0.0024645329,13202
1953,0.43,0.57,2,159,3,1,0,1,9,0.00021460652,13203
1954,0.89,0.88,5,228,5,1,0,1,8,0.036770195,13204
1955,0.09,0.81,6,257,4,0,0,1,8,0.02863276,13205
1956,0.4,0.48,2,155,3,0,0,1,8,0.00075653195,13206
1957,0.76,0.83,6,293,6,0,0,1,8,0.0070723295,13207
1958,0.4,0.57,2,151,3,0,0,1,8,0.98395187,13208
1959,0.37,0.48,2,160,3,0,0,1,8,0.007597387,13209
1960,0.37,0.53,2,143,3,0,0,1,8,0.07024291,13210
1961,0.11,0.96,6,280,4,0,0,1,8,0.9890679,13211
1962,0.37,0.52,2,158,3,0,0,1,8,0.004798442,13212
1963,0.09,0.89,7,310,4,0,0,1,8,0.0004413724,13213
1964,0.88,0.86,5,258,5,0,0,1,8,0.02840525,13214
1965,0.84,0.94,5,262,5,0,0,1,9,1.9336343e-05,13215
1966,0.1,0.98,6,265,4,0,0,1,9,0.0029664934,13216
1967,0.41,0.47,2,143,3,1,0,1,9,0.0038605034,13217
1968,0.84,0.91,5,232,6,0,0,1,4,0.0067762434,13218
1969,0.41,0.55,2,161,3,0,0,1,0,0.0015378296,13219
1970,0.53,0.76,5,132,6,0,0,1,0,0.010763288,13220
1971,0.42,0.47,2,139,3,1,0,2,0,0.0035459697,13221
1972,0.36,0.5,2,131,3,0,0,2,0,0.00041604042,13222
1973,0.38,0.52,2,161,3,0,0,2,0,0.004355639,13223
1974,0.36,0.48,2,152,3,0,0,2,6,0.005238116,13224
1975,0.46,0.54,2,138,3,0,0,2,6,0.07317656,13225
1976,0.37,0.47,2,159,3,1,0,2,6,0.019086272,13226
1977,0.42,0.49,2,153,3,0,0,2,6,0.0011372864,13227
1978,0.44,0.56,2,156,3,0,0,2,0,0.08414543,13228
1979,0.92,0.82,5,265,5,0,0,2,1,0.9841486,13229
1980,0.1,0.79,6,301,5,0,0,2,1,0.9442294,13230
1981,0.76,1.0,4,220,6,0,0,2,1,0.9821649,13231
1982,0.11,0.79,6,247,4,0,0,2,1,0.008320332,13232
1983,0.43,0.48,2,136,3,0,0,0,1,0.9782536,13233
1984,0.4,0.49,2,160,3,0,0,1,5,0.37863535,13234
1985,0.11,0.84,7,310,4,0,0,2,7,0.70145535,13235
1986,0.84,0.82,5,240,5,0,0,2,2,0.00067588687,13236
1987,0.84,0.84,5,238,5,0,0,2,8,0.10176593,13237
1988,0.51,0.6,7,243,5,0,0,2,9,0.006427914,13238
1989,0.66,0.91,5,248,4,0,0,1,4,0.005235076,13239
1990,0.42,0.56,2,137,3,0,0,1,5,0.9751401,13240
1991,0.38,0.49,2,155,3,0,0,1,5,0.99041355,13241
1992,0.15,0.63,7,229,3,0,0,1,5,0.00494349,13242
1993,0.38,0.53,2,140,3,0,0,1,7,0.02865082,13243
1994,0.43,0.54,2,156,3,0,0,1,7,0.0004285276,13244
1995,0.37,0.57,2,147,3,0,0,1,7,0.016307026,13245
1996,0.11,0.92,7,293,4,0,0,1,7,0.04084134,13246
1997,0.41,0.53,2,157,3,0,0,1,7,0.2195152,13247
1998,0.84,0.96,4,247,5,0,0,1,7,0.0048799515,13248
1999,0.4,0.51,2,148,3,0,0,1,7,0.00015202165,13249
2000,0.58,0.74,4,215,3,0,0,1,7,0.0045318007,13250
2001,0.82,0.67,2,202,3,0,0,1,7,0.002900213,13251
2002,0.45,0.69,5,193,3,0,0,1,7,0.9564663,13252
2003,0.78,0.82,5,247,3,0,0,1,7,0.1144228,13253
2004,0.49,0.6,3,214,2,0,0,1,7,0.004198432,13254
2005,0.36,0.95,3,206,4,0,0,1,7,0.002890706,13255
2006,0.54,0.37,2,176,2,0,0,1,7,0.026916951,13256
2007,0.99,0.91,5,136,4,0,0,1,7,0.9816506,13257
2008,0.5,0.75,6,127,3,0,0,1,7,0.00032630563,13258
2009,0.74,0.64,4,268,3,0,0,1,7,0.039491534,13259
2010,0.56,0.58,4,258,3,0,0,2,7,0.9746211,13260
2011,0.34,0.39,2,136,3,0,0,2,7,0.013867915,13261
2012,0.48,0.94,5,255,6,0,0,2,2,0.0007867217,13262
2013,0.73,0.62,3,218,3,0,0,2,2,0.028965682,13263
2014,0.59,0.87,3,268,4,0,0,2,2,0.00060606,13264
2015,0.81,0.57,3,224,2,0,0,2,3,0.9984205,13265
2016,0.9,0.66,3,231,3,0,0,2,3,0.894951,13266
2017,0.41,0.84,6,191,6,0,0,2,3,0.98421454,13267
2018,0.89,0.92,4,165,5,0,0,2,3,0.0028251112,13268
2019,0.48,0.84,4,252,3,0,0,2,9,9.934298e-05,13269
2020,0.79,0.97,5,266,2,0,0,2,9,0.99716336,13270
2021,0.98,0.66,5,248,3,0,0,2,9,0.0043564737,13271
2022,0.75,0.7,4,144,4,0,0,0,9,0.008809239,13272
2023,1.0,0.41,4,174,3,0,0,1,9,0.076823205,13273
2024,0.24,0.82,5,179,6,0,0,2,9,0.95317584,13274
2025,0.84,0.43,6,246,4,0,0,2,9,0.0060546696,13275
2026,0.56,0.86,4,201,3,1,0,2,9,0.0033103824,13276
2027,0.92,0.93,4,208,3,0,0,2,9,0.039829016,13277
2028,0.61,0.98,3,267,3,0,0,1,9,0.00032028556,13278
2029,0.84,0.77,4,262,4,0,0,1,9,0.99344,13279
2030,0.85,0.59,3,235,3,0,0,1,8,0.005209744,13280
2031,0.67,0.57,2,160,4,0,0,1,8,0.013565332,13281
2032,0.54,0.94,4,267,4,0,0,1,8,0.94293094,13282
2033,0.75,0.56,5,175,4,0,0,1,8,0.0004324615,13283
2034,0.82,0.79,4,224,2,0,0,1,8,0.0045274496,13284
2035,0.76,0.6,4,177,2,0,0,1,8,0.9724475,13285
2036,0.19,0.53,6,191,4,0,0,1,8,0.0013683438,13286
2037,0.61,0.41,3,138,3,0,0,1,8,0.018270642,13287
2038,0.51,0.8,3,218,2,1,0,1,8,0.9535309,13288
2039,0.52,0.88,3,179,2,1,0,1,8,0.29672498,13289
2040,0.74,0.58,3,241,3,0,0,1,8,6.958717e-05,13290
2041,0.98,0.91,4,240,3,0,0,1,9,0.008580685,13291
2042,0.71,0.92,3,202,4,0,0,1,9,0.0024583638,13292
2043,0.33,0.88,6,260,3,0,0,1,9,0.015642941,13293
2044,0.98,0.97,3,196,3,0,0,1,4,0.00040230155,13294
2045,0.52,0.59,2,176,3,1,0,1,0,0.007404119,13295
2046,0.84,0.65,2,140,3,0,0,1,0,0.022770435,13296
2047,0.87,0.5,3,242,2,0,0,1,0,0.9885204,13297
2048,0.48,0.85,3,279,4,0,0,1,0,0.014557987,13298
2049,0.58,0.55,4,202,3,0,0,2,0,0.988413,13299
2050,0.58,0.84,5,228,3,0,0,2,6,0.028607905,13300
2051,0.73,0.69,4,171,3,0,0,2,6,0.14313182,13301
2052,0.68,0.54,4,153,3,0,0,2,6,0.025105625,13302
2053,0.41,0.68,3,165,3,1,0,2,6,0.007089883,13303
2054,0.85,0.6,3,182,3,0,0,2,0,0.019824892,13304
2055,0.54,0.7,5,239,5,0,0,2,1,0.0015663505,13305
2056,0.81,0.61,5,231,2,0,0,2,1,0.0001437664,13306
2057,0.7,0.52,4,255,3,0,0,2,1,0.93217415,13307
2058,0.63,0.66,4,237,2,1,0,2,1,0.013539255,13308
2059,0.68,0.54,3,251,2,0,0,2,1,0.011829644,13309
2060,0.7,0.53,4,178,2,0,0,2,5,0.12572774,13310
2061,0.82,0.65,4,148,3,0,0,0,7,0.0010102689,13311
2062,0.72,0.94,4,240,4,0,0,1,2,0.99160016,13312
2063,0.77,0.78,3,269,3,0,0,2,8,0.0031005442,13313
2064,0.86,0.91,4,147,3,0,0,2,9,0.0134243965,13314
2065,0.15,0.97,3,198,5,0,0,2,4,0.01952967,13315
2066,0.81,0.99,5,143,3,0,0,2,5,0.5806626,13316
2067,0.93,0.98,3,238,2,0,0,1,5,0.029456496,13317
2068,0.62,0.74,4,213,4,0,0,1,5,0.014255762,13318
2069,0.53,0.81,3,226,3,1,0,1,7,0.05592692,13319
2070,0.86,0.99,3,169,2,1,0,1,7,0.04777631,13320
2071,0.92,0.65,4,238,2,0,0,1,7,0.9696857,13321
2072,0.97,0.83,4,202,3,0,0,1,7,0.9341588,13322
2073,0.39,0.78,2,205,6,1,0,1,7,0.0012505352,13323
2074,0.45,0.66,3,111,4,0,0,1,7,0.0038250685,13324
2075,0.41,0.47,4,104,3,0,0,1,7,0.001806736,13325
2076,0.51,0.69,3,212,3,0,0,1,7,0.7640544,13326
2077,0.74,0.62,4,236,4,0,0,1,7,0.006903231,13327
2078,0.69,0.57,5,245,2,1,0,1,7,0.00056645274,13328
2079,0.84,0.64,4,267,4,0,0,1,7,0.93060243,13329
2080,0.69,0.66,5,106,5,0,0,1,7,0.010909051,13330
2081,0.93,0.53,5,198,3,0,0,1,7,0.002748102,13331
2082,0.33,0.45,6,239,3,0,0,1,7,0.0032500029,13332
2083,0.25,0.65,5,220,3,0,0,1,7,0.045196503,13333
2084,0.63,0.59,5,224,3,0,0,1,7,0.97018534,13334
2085,0.81,0.62,3,100,3,0,0,1,7,0.048702717,13335
2086,0.12,0.87,4,244,5,0,0,1,7,0.7934747,13336
2087,0.52,0.66,4,139,3,0,0,1,7,0.0008403957,13337
2088,0.57,0.51,2,152,2,0,0,2,2,0.008348495,13338
2089,0.84,0.58,4,208,3,0,0,2,2,0.06687799,13339
2090,0.6,0.95,5,205,3,0,0,2,2,0.0072819293,13340
2091,0.73,0.44,2,194,6,0,0,2,3,0.014212996,13341
2092,0.2,0.58,3,209,5,0,0,2,3,0.0025322437,13342
2093,0.58,0.9,3,212,3,0,0,2,3,0.9556402,13343
2094,0.48,0.56,2,151,3,0,0,2,3,0.023543894,13344
2095,0.54,0.67,4,282,6,0,0,2,9,0.9723072,13345
2096,0.86,1.0,4,256,3,0,0,2,9,0.018677771,13346
2097,0.94,0.83,2,185,3,1,0,2,9,0.0019192994,13347
2098,0.76,0.74,5,132,3,0,0,2,9,0.0041260123,13348
2099,0.61,0.95,5,233,3,0,0,2,9,0.023202628,13349
2100,0.56,0.94,4,215,2,0,0,0,9,0.029836923,13350
2101,1.0,0.74,3,220,4,0,0,1,9,0.006315589,13351
2102,0.15,0.53,6,222,3,0,0,2,9,0.93489397,13352
2103,0.19,0.58,5,182,2,0,0,2,9,0.9780362,13353
2104,0.17,0.73,5,258,4,0,0,2,9,0.04466039,13354
2105,0.71,0.57,3,209,2,0,0,2,9,0.06812307,13355
2106,0.86,0.79,3,242,2,0,0,1,8,0.5504277,13356
2107,0.59,0.88,4,155,3,1,0,1,8,0.94651777,13357
2108,0.74,0.76,5,104,4,0,0,1,8,0.089547545,13358
2109,0.98,0.92,4,201,3,1,0,1,8,0.009663105,13359
2110,0.93,0.75,5,143,3,0,0,1,8,0.0010428131,13360
2111,1.0,0.92,5,161,3,1,0,1,8,0.028836846,13361
2112,0.59,0.81,4,200,2,0,0,1,8,0.9898618,13362
2113,0.98,0.55,4,255,2,0,0,1,8,0.0067130625,13363
2114,0.35,0.5,5,227,2,0,0,1,8,0.92674315,13364
2115,0.42,0.96,3,270,6,0,0,1,8,0.0046545565,13365
2116,0.61,0.85,5,230,3,0,0,1,8,0.00030758977,13366
2117,0.78,0.72,5,270,3,1,0,1,9,0.0021193922,13367
2118,0.93,0.52,4,200,3,0,0,1,9,0.001357615,13368
2119,0.5,0.95,5,207,3,0,0,1,9,0.53880394,13369
2120,0.67,0.51,5,182,3,0,0,1,4,0.029089928,13370
2121,0.75,0.85,4,234,3,0,0,1,0,5.034608e-06,13371
2122,0.79,0.51,4,237,2,0,0,1,0,0.0010470748,13372
2123,0.84,0.89,4,187,2,1,0,1,0,0.024178803,13373
2124,0.72,0.5,3,257,6,0,0,1,0,0.73780066,13374
2125,0.57,0.48,2,194,2,0,0,1,0,0.0030234456,13375
2126,0.73,0.52,4,162,3,0,0,1,6,0.0014154017,13376
2127,0.74,0.58,4,148,2,0,0,2,6,0.018404305,13377
2128,0.52,0.83,4,210,2,0,0,2,6,0.015731007,13378
2129,0.56,0.76,3,213,2,1,0,2,6,0.01908651,13379
2130,0.76,0.68,4,189,2,1,0,2,0,0.97980034,13380
2131,0.82,0.93,4,185,2,0,0,2,1,0.007024646,13381
2132,0.76,0.83,3,186,2,1,0,2,1,0.9724984,13382
2133,0.62,0.59,3,128,3,0,0,2,1,5.467406e-05,13383
2134,0.48,0.8,4,268,3,0,0,2,1,0.0013599396,13384
2135,0.64,0.77,3,213,3,1,0,2,1,0.0105345845,13385
2136,0.74,0.82,4,142,2,0,0,2,5,0.99098706,13386
2137,0.52,0.43,2,199,2,0,0,2,7,0.87095726,13387
2138,0.67,0.5,4,157,2,0,0,2,2,0.019719154,13388
2139,0.71,0.76,5,172,2,1,0,0,8,0.9599552,13389
2140,0.72,0.63,3,176,3,1,0,1,9,0.0140583515,13390
2141,0.33,0.58,2,183,2,0,0,2,4,0.71108705,13391
2142,0.91,0.56,4,270,2,0,0,2,5,0.012818128,13392
2143,0.88,0.68,5,157,4,1,0,2,5,0.028393716,13393
2144,0.96,0.6,4,185,3,0,0,2,5,0.0052320063,13394
2145,0.97,0.68,3,167,3,0,0,1,7,0.9749919,13395
2146,0.27,0.59,5,226,5,0,0,1,7,0.004800558,13396
2147,0.65,0.64,3,223,4,0,0,1,7,0.0062464476,13397
2148,0.68,0.73,3,257,3,0,0,1,7,0.002255112,13398
2149,0.68,0.46,4,143,3,0,0,1,7,0.0009930134,13399
2150,0.69,0.74,3,215,2,0,0,1,7,0.9956033,13400
2151,0.79,0.99,3,194,4,0,0,1,7,0.006345719,13401
2152,0.74,0.92,5,193,3,0,0,1,7,0.96795994,13402
2153,0.8,0.83,3,163,3,0,0,1,7,0.03704059,13403
2154,0.38,0.94,5,252,5,0,0,1,7,0.018796891,13404
2155,0.26,0.83,3,168,3,0,0,1,7,0.00060003996,13405
2156,0.81,0.86,3,231,3,0,0,1,7,0.035535693,13406
2157,0.67,0.54,2,141,2,0,0,1,7,0.017530024,13407
2158,0.55,0.81,4,260,2,0,0,1,7,0.007101357,13408
2159,0.87,0.71,3,132,2,0,0,1,7,0.00307101,13409
2160,0.46,0.69,2,159,2,0,0,1,7,0.031784922,13410
2161,0.63,0.57,4,177,3,1,0,1,7,0.9740362,13411
2162,0.54,0.96,4,248,3,0,0,1,7,0.0017743707,13412
2163,1.0,0.49,3,185,2,0,0,1,7,0.9917958,13413
2164,0.97,0.66,4,149,2,0,0,1,2,0.97086775,13414
2165,0.9,0.92,3,152,3,0,0,1,2,0.01594612,13415
2166,0.75,0.7,3,129,3,0,0,2,2,0.017907113,13416
2167,0.92,0.84,4,208,2,0,0,2,3,0.057629347,13417
2168,0.8,0.94,4,136,2,0,0,2,3,0.02735883,13418
2169,0.57,0.81,3,142,2,0,0,2,3,0.0025973022,13419
2170,0.81,0.94,3,225,4,0,0,2,3,0.016455352,13420
2171,0.64,0.6,3,143,3,0,0,2,9,0.027407944,13421
2172,0.71,0.54,4,215,3,0,0,2,9,0.014439404,13422
2173,0.35,0.58,3,229,6,1,0,2,9,0.0028138459,13423
2174,0.88,0.81,5,193,5,0,0,2,9,0.0024511218,13424
2175,0.13,0.59,5,160,5,0,0,2,9,0.9460741,13425
2176,0.82,0.73,4,195,5,1,0,2,9,0.00025203824,13426
2177,0.17,0.92,4,189,2,0,0,2,9,0.0053026974,13427
2178,0.21,0.82,4,207,5,0,0,0,9,0.025205493,13428
2179,0.89,0.47,4,108,3,0,0,1,9,0.98760444,13429
2180,0.2,0.72,6,224,4,0,0,2,9,0.010927886,13430
2181,0.99,0.81,5,180,3,1,0,2,9,0.0014469922,13431
2182,0.26,0.85,6,152,4,0,0,2,8,0.011457205,13432
2183,0.22,0.53,4,244,2,0,0,2,8,0.008517951,13433
2184,0.79,0.84,3,176,3,0,0,1,8,0.0012044907,13434
2185,0.73,0.79,4,145,2,1,0,1,8,0.79815936,13435
2186,0.83,0.54,3,149,3,0,0,1,8,0.034446627,13436
2187,0.42,0.54,3,122,4,0,0,1,8,0.025379747,13437
2188,0.18,0.8,2,110,5,0,0,1,8,0.014515936,13438
2189,0.92,0.91,4,222,2,0,0,1,8,0.0010885,13439
2190,0.87,0.52,3,237,3,0,0,1,8,0.00072839856,13440
2191,0.72,0.65,4,224,3,0,0,1,8,0.0021354854,13441
2192,0.64,0.58,5,115,5,0,0,1,8,0.06363472,13442
2193,1.0,0.66,4,180,3,0,0,1,9,0.0009087622,13443
2194,0.83,0.65,4,162,3,0,0,1,9,0.026216894,13444
2195,0.98,0.58,4,136,3,0,0,1,9,0.0055654943,13445
2196,0.7,0.87,3,260,2,0,0,1,4,0.00028520823,13446
2197,0.9,0.79,4,150,2,0,0,1,0,0.05987057,13447
2198,0.55,0.99,4,248,3,0,0,1,0,0.0028086305,13448
2199,0.78,0.84,3,233,3,1,0,1,0,0.0006136894,13449
2200,0.89,0.53,5,272,3,0,0,1,0,0.005420655,13450
2201,0.17,0.59,3,197,5,0,0,1,0,0.97870576,13451
2202,0.14,0.64,5,164,5,0,0,1,6,0.9774431,13452
2203,0.85,0.57,4,216,2,0,0,1,6,0.046880692,13453
2204,0.84,0.79,4,266,3,1,0,1,6,0.06473455,13454
2205,0.7,0.69,3,102,4,1,0,2,6,9.156749e-05,13455
2206,0.16,0.98,5,284,5,0,0,2,0,0.05641979,13456
2207,0.51,0.69,3,145,2,1,0,2,1,0.0002526641,13457
2208,0.6,0.89,3,167,4,0,0,2,1,0.97809935,13458
2209,0.5,0.63,3,172,2,0,0,2,1,0.0009276569,13459
2210,0.43,0.39,5,198,5,0,0,2,1,0.006439626,13460
2211,0.5,0.7,4,201,4,0,0,2,1,0.95393467,13461
2212,0.91,0.89,4,197,4,0,0,2,5,0.008645117,13462
2213,0.65,0.93,4,270,2,0,0,2,7,0.005571991,13463
2214,0.59,0.52,2,149,3,0,0,2,2,0.0013362169,13464
2215,0.89,0.56,3,256,3,0,0,2,8,0.002155751,13465
2216,0.97,0.6,3,162,3,0,0,2,9,0.9312099,13466
2217,0.56,0.97,5,163,2,0,0,0,4,0.2399796,13467
2218,0.76,0.93,3,266,3,1,0,1,5,0.010422409,13468
2219,0.28,0.55,4,208,4,0,0,2,5,0.017832339,13469
2220,0.75,0.51,4,138,4,0,0,2,5,0.9964551,13470
2221,0.78,0.81,4,232,3,0,0,2,7,0.031127214,13471
2222,0.26,0.63,6,100,4,0,0,2,7,0.1548068,13472
2223,0.53,0.72,2,172,5,0,0,1,7,0.0032950044,13473
2224,0.25,0.41,3,133,6,1,0,1,7,0.00044503808,13474
2225,0.82,0.51,3,234,3,0,0,1,7,0.00013029575,13475
2226,0.71,0.57,2,183,4,0,0,1,7,0.96831864,13476
2227,0.61,0.95,4,174,4,0,0,1,7,7.190841e-05,13477
2228,0.89,0.68,3,175,2,0,0,1,7,0.9921783,13478
2229,0.57,0.78,3,109,3,1,0,1,7,0.19701663,13479
2230,0.93,0.8,4,248,3,0,0,1,7,0.682973,13480
2231,0.61,0.84,5,104,4,0,0,1,7,0.14741161,13481
2232,0.56,0.62,3,154,2,0,0,1,7,0.01721391,13482
2233,0.7,0.89,6,214,2,0,0,1,7,0.017391503,13483
2234,0.9,0.64,4,209,4,0,0,1,7,0.009950399,13484
2235,0.15,0.74,6,212,2,0,0,1,7,0.04526478,13485
2236,0.39,0.36,3,168,3,1,0,1,7,0.011304349,13486
2237,0.74,0.72,4,176,3,0,0,1,7,0.00072073936,13487
2238,0.7,0.61,4,163,4,1,0,1,7,0.032072634,13488
2239,0.72,0.93,4,148,2,0,0,1,7,0.99689466,13489
2240,0.61,0.97,3,137,3,0,0,1,2,6.222591e-05,13490
2241,0.96,1.0,5,162,3,0,0,1,2,0.00037369132,13491
2242,0.7,0.59,4,216,3,0,0,1,2,0.009452581,13492
2243,0.92,0.49,3,240,2,0,0,1,3,0.003532648,13493
2244,0.72,0.56,4,176,2,0,0,2,3,0.00084751844,13494
2245,0.53,0.75,6,192,6,0,0,2,3,0.019755036,13495
2246,0.67,0.85,3,160,4,0,0,2,3,0.016843379,13496
2247,0.78,0.8,4,194,2,1,0,2,9,0.00021222234,13497
2248,0.53,0.75,4,239,2,1,0,2,9,0.99356973,13498
2249,0.9,0.48,4,204,3,0,0,2,9,0.92615944,13499
2250,0.16,0.9,5,258,3,0,0,2,9,0.0018996596,13500
2251,0.62,0.38,3,257,3,0,0,2,9,0.052953273,13501
2252,0.62,0.98,4,137,3,0,0,2,9,0.9750756,13502
2253,0.22,0.52,6,175,4,0,0,2,9,0.088429004,13503
2254,0.91,0.82,3,183,3,0,0,2,9,0.013515443,13504
2255,0.87,0.74,4,190,4,0,0,2,9,0.990403,13505
2256,0.95,0.69,3,225,2,0,0,0,9,0.01907605,13506
2257,0.99,0.75,3,215,3,0,0,1,9,0.005667746,13507
2258,0.99,0.57,3,176,4,1,0,2,8,0.997526,13508
2259,0.77,0.99,4,153,3,1,0,2,8,0.0036500096,13509
2260,0.75,0.68,3,150,2,1,0,2,8,0.0012495518,13510
2261,0.83,0.54,4,259,5,0,0,2,8,0.024647087,13511
2262,0.61,0.39,3,99,2,0,0,1,8,0.00024455786,13512
2263,0.91,0.97,3,167,2,0,0,1,8,0.020711452,13513
2264,0.47,0.64,3,192,3,0,0,1,8,0.0021435916,13514
2265,0.77,0.61,5,146,3,0,0,1,8,0.0075933635,13515
2266,0.55,0.51,3,190,3,0,0,1,8,0.098104656,13516
2267,0.32,0.48,5,246,3,0,0,1,8,0.00026109815,13517
2268,0.96,0.67,6,190,3,0,0,1,8,0.0031080246,13518
2269,0.72,0.79,5,260,2,0,0,1,9,0.016029716,13519
2270,0.8,0.9,4,136,3,0,0,1,9,0.00594303,13520
2271,0.61,0.55,4,231,3,0,0,1,9,0.92573094,13521
2272,0.97,0.88,3,204,2,0,0,1,4,0.0058853924,13522
2273,0.63,0.93,4,201,3,0,0,1,0,0.032041848,13523
2274,0.92,0.92,3,159,3,0,0,1,0,0.00979954,13524
2275,0.94,0.74,5,171,3,0,0,1,0,0.104543746,13525
2276,0.79,0.72,6,240,4,0,0,1,0,0.005847931,13526
2277,0.75,0.73,2,152,4,0,0,1,0,0.4434439,13527
2278,0.78,0.99,3,151,3,1,0,1,6,0.98671865,13528
2279,0.96,0.45,6,232,2,1,0,1,6,0.004453957,13529
2280,0.65,0.68,4,128,5,0,0,1,6,0.018447101,13530
2281,0.18,0.94,3,187,6,1,0,1,6,0.0015136898,13531
2282,0.94,0.51,3,160,2,0,0,1,0,0.009991974,13532
2283,0.84,0.79,4,259,3,0,0,2,1,0.0057175756,13533
2284,0.67,0.54,2,136,2,0,0,2,1,0.9903712,13534
2285,0.71,0.5,4,253,3,0,0,2,1,0.01457119,13535
2286,0.56,0.64,3,260,3,0,0,2,1,0.0046416223,13536
2287,0.29,0.56,5,231,6,0,0,2,1,0.9808873,13537
2288,0.47,0.9,3,101,2,1,0,2,5,0.0048542917,13538
2289,0.4,0.69,2,174,3,0,0,2,7,0.0033441186,13539
2290,0.81,0.82,4,167,2,0,0,2,2,0.0034399033,13540
